1234567890
QWERTYUIOPASDFGHJKLZXCVBNM
qwertyuiopasdfghjklzxcvbnm
~!@#$%^&*()_+|-=\{}:’"<>?[];',./ ©△○□★☆⊙∞
■◆◇◎♣♧♡♥◈※→↑ ▲▼

English 한국어 日本語 繁體中文 ภาษาไทย 


夜, 念, 富, 止
key	_대분류	_소분류	_번역 안됨	en_US	ko_KR	ja_JP	zh_TW	th_TH	_스킬(영어원문 / 지우면 안됨)	_스킬(일어원문 / 지우면 안됨)	_스킬(중국어원문 / 지우면 안됨)	_스킬(태국어원문 / 지우면 안됨)	_비고2	1
43044			FALSE	SILENCE INCREASED BY 20%	침묵 확률 20% 증가	沈黙確率20%増加	沉默機率增加20%	เงียบความน่าจะเป็นเพิ่มขึ้น20%						
43045			FALSE	DAMAGE INCREASED BY 30%	피해량 30% 증가	ダメージ量30%増加	傷害量增加30%	ความเสียหายเพิ่มขึ้น30%						
44007			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 2	스킬 충전 요구량 2 감소	スキル充填必要量2減少	技能充電需求量減少2	ความต้องการการชาร์จสกิลลดลง2						
44008			FALSE	BURNING DURATION INCREASES BY 1 TURN	화상 지속 1턴 증가	火傷持続時間1ターン増加	燃燒持續時間增加1回合	เผาไหม้ระยะเวลาเพิ่มขึ้น1เทิร์น						
44010			FALSE	ATK DEBUFF INCREASED BY 20%	ATK 약화버프 확률 20% 증가	攻撃弱化確率20%増加	攻擊力弱化機率增加20%	ลดพลังโจมตีความน่าจะเป็นเพิ่มขึ้น20%						
44011			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 2	스킬 충전 요구량 2 감소	スキル充填必要量2減少	技能充電需求量減少2	ความต้องการการชาร์จสกิลลดลง2						
44013			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 2	스킬 충전 요구량 2 감소	スキル充填必要量2減少	技能充電需求量減少2	ความต้องการการชาร์จสกิลลดลง2						
44014			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 2	스킬 충전 요구량 2 감소	スキル充填必要量2減少	技能充電需求量減少2	ความต้องการการชาร์จสกิลลดลง2						
44017			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 1	스킬 충전 요구량 1 감소	スキル充填必要量1減少	技能充電需求量減少1	ความต้องการการชาร์จสกิลลดลง1						
44018			FALSE	DAMAGE INCREASED BY 40%	피해량 40% 증가	ダメージ量40%増加	傷害量增加40%	ความเสียหายเพิ่มขึ้น40%						
44019			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 2	스킬 충전 요구량 2 감소	スキル充填必要量2減少	技能充電需求量減少2	ความต้องการการชาร์จสกิลลดลง2						
44020			FALSE	DAMAGE INCREASED BY 40%	피해량 40% 증가	ダメージ量40%増加	傷害量增加40%	ความเสียหายเพิ่มขึ้น40%						
44021			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 1	스킬 충전 요구량 1 감소	スキル充填必要量1減少	技能充電需求量減少1	ความต้องการการชาร์จสกิลลดลง1						
44022			FALSE	ATK DEBUFF INCREASED BY 30%	ATK 약화버프 확률 30% 증가	攻撃弱化確率30%増加	攻擊力弱化機率增加30%	ลดพลังโจมตีความน่าจะเป็นเพิ่มขึ้น30%						
44023			FALSE	DAMAGE INCREASED BY 40%	피해량 40% 증가	ダメージ量40%増加	傷害量增加40%	ความเสียหายเพิ่มขึ้น40%						
44024			FALSE	DAMAGE INCREASED BY 40%	피해량 40% 증가	ダメージ量40%増加	傷害量增加40%	ความเสียหายเพิ่มขึ้น40%						
44025			FALSE	DAMAGE INCREASED BY 40%	피해량 40% 증가	ダメージ量40%増加	傷害量增加40%	ความเสียหายเพิ่มขึ้น40%						
44026			FALSE	DAMAGE INCREASED BY 20%	피해량 20% 증가	ダメージ量20%増加	傷害量增加20%	ความเสียหายเพิ่มขึ้น20%						
44027			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 2	스킬 충전 요구량 2 감소	スキル充填必要量2減少	技能充電需求量減少2	ความต้องการการชาร์จสกิลลดลง2						
44028			FALSE	RECOVERY AMOUNT INCREASED BY 30%	회복량 30% 증가	回復量30%増加	回復量增加30%	ปริมาณการฟื้นฟูเพิ่มขึ้น30%						
44029			FALSE	DAMAGE INCREASED BY 30%	피해량 30% 증가	ダメージ量30%増加	傷害量增加30%	ความเสียหายเพิ่มขึ้น30%						
44030			FALSE	DAMAGE INCREASED BY 30%	피해량 30% 증가	ダメージ量30%増加	傷害量增加30%	ความเสียหายเพิ่มขึ้น30%						
44031			FALSE	BURNING INCREASED BY 20%	화상 확률 20% 증가	火傷確率20%増加	燃燒機率增加20%	เผาไหม้ความน่าจะเป็นเพิ่มขึ้น20%						
44032			FALSE	STUN INCREASED BY 10%	기절 확률 10% 증가	気絶確率10%増加	暈眩機率增加10%	สตันความน่าจะเป็นเพิ่มขึ้น10%						
44033			FALSE	DEF DEBUFF INCREASED BY 15%	DEF 약화 확률 15% 증가	防御弱化確率15%増加	防禦力弱化機率增加15%	ลดพลังป้องกันความน่าจะเป็นเพิ่มขึ้น15%						
44034			FALSE	DAMAGE INCREASED BY 30%	피해량 30% 증가	ダメージ量30%増加	傷害量增加30%	ความเสียหายเพิ่มขึ้น30%						
44035			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 1	스킬 충전 요구량 1 감소	スキル充填必要量1減少	技能充電需求量減少1	ความต้องการการชาร์จสกิลลดลง1						
44036			FALSE	DAMAGE INCREASED BY 30%	피해량 30% 증가	ダメージ量30%増加	傷害量增加30%	ความเสียหายเพิ่มขึ้น30%						
44037			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 1	스킬 충전 요구량 1 감소	スキル充填必要量1減少	技能充電需求量減少1	ความต้องการการชาร์จสกิลลดลง1						
44038			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 2	스킬 충전 요구량 2 감소	スキル充填必要量2減少	技能充電需求量減少2	ความต้องการการชาร์จสกิลลดลง2						
44039			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 1	스킬 충전 요구량 1 감소	スキル充填必要量1減少	技能充電需求量減少1	ความต้องการการชาร์จสกิลลดลง1						
44040			FALSE	SLEEP INCREASED BY 25%	수면 확률 25% 증가	睡眠確率25%増加	睡眠機率增加25%	หลับความน่าจะเป็นเพิ่มขึ้น25%						
44041			FALSE	ATK BUFF DURATION INCREASES BY 1 TURN	ATK 강화버프 지속 1턴 증가	攻撃強化持続時間1ターン増加	攻擊力強化持續時間增加1回合	เพิ่มพลังโจมตีระยะเวลาเพิ่มขึ้น1เทิร์น						
44042			FALSE	HINDER HEAL DURATION INCREASES BY 1 TURN	회복 불가 지속 1턴 증가	回復不可持続時間1ターン増加	無法恢復持續時間增加1回合	ไม่สามารถฟื้นฟูได้ระยะเวลาเพิ่มขึ้น1เทิร์น						
44043			FALSE	SLEEP DURATION INCREASES BY 1 TURN	수면 지속 1턴 증가	睡眠持続時間1ターン増加	睡眠持續時間增加1回合	หลับระยะเวลาเพิ่มขึ้น1เทิร์น						
44044			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 1	스킬 충전 요구량 1 감소	スキル充填必要量1減少	技能充電需求量減少1	ความต้องการการชาร์จสกิลลดลง1						
44045			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 1	스킬 충전 요구량 1 감소	スキル充填必要量1減少	技能充電需求量減少1	ความต้องการการชาร์จสกิลลดลง1						
45017			FALSE	DAMAGE INCREASED BY 40%	피해량 40% 증가	ダメージ量40%増加	傷害量增加40%	ความเสียหายเพิ่มขึ้น40%						
45020			FALSE	DAMAGE INCREASED BY 50%	피해량 50% 증가	ダメージ量50%増加	傷害量增加50%	ความเสียหายเพิ่มขึ้น50%						
45021			FALSE	RECOVERY DURATION INCREASES BY 1 TURN	회복 지속 1턴 증가	回復持続時間1ターン増加	回復持續時間增加1回合	ฟื้นฟูระยะเวลาเพิ่มขึ้น1เทิร์น						
45029			FALSE	STUN INCREASED BY 25%	기절 확률 25% 증가	気絶確率25%増加	暈眩機率增加25%	สตันความน่าจะเป็นเพิ่มขึ้น25%						
45030			FALSE	SKILL GAUGE CHARGE PROBABILITY INCREASES BY 8%	스킬 게이지 상승 확률 8% 증가	スキルゲージ充電確률8%増加	技能量表充電機率增加8%	ความน่าจะเป็นการชาร์จเกจสกิลเพิ่มขึ้น8%						
45031			FALSE	BURNING DURATION INCREASES BY 1 TURN	화상 지속 1턴 증가	火傷持続時間1ターン増加	燃燒持續時間增加1回合	เผาไหม้ระยะเวลาเพิ่มขึ้น1เทิร์น						
45032			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 1	스킬 충전 요구량 1 감소	スキル充填必要量1減少	技能充電需求量減少1	ความต้องการการชาร์จสกิลลดลง1						
45033			FALSE	DAMAGE INCREASED BY 20%	피해량 20% 증가	ダメージ量20%増加	傷害量增加20%	ความเสียหายเพิ่มขึ้น20%						
45034			FALSE	BURNING DURATION INCREASES BY 1 TURN	화상 지속 1턴 증가	火傷持続時間1ターン増加	燃燒持續時間增加1回合	เผาไหม้ระยะเวลาเพิ่มขึ้น1เทิร์น						
45035			FALSE	DAMAGE INCREASED BY 40%	피해량 40% 증가	ダメージ量40%増加	傷害量增加40%	ความเสียหายเพิ่มขึ้น40%						
45036			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 2	스킬 충전 요구량 2 감소	スキル充填必要量2減少	技能充電需求量減少2	ความต้องการการชาร์จสกิลลดลง2						
45037			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 1	스킬 충전 요구량 1 감소	スキル充填必要量1減少	技能充電需求量減少1	ความต้องการการชาร์จสกิลลดลง1						
45038			FALSE	POISON DURATION INCREASES BY 1 TURN	중독 지속 1턴 증가	毒持続時間1ターン増加	中毒持續時間增加1回合	พิษระยะเวลาเพิ่มขึ้น1เทิร์น						
45039			FALSE	REVIVE INCREASED BY 15%	부활 확률 15% 증가	復活確率15%増加	復活機率增加15%	การฟื้นคืนชีพความน่าจะเป็นเพิ่มขึ้น15%						
45040			FALSE	RECOVERY AMOUNT INCREASED BY 40%	회복량 40% 증가	回復量40%増加	回復量增加40%	ปริมาณการฟื้นฟูเพิ่มขึ้น40%						
45041			FALSE	DAMAGE INCREASED BY 30%	피해량 30% 증가	ダメージ量30%増加	傷害量增加30%	ความเสียหายเพิ่มขึ้น30%						
45042			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 2	스킬 충전 요구량 2 감소	スキル充填必要量2減少	技能充電需求量減少2	ความต้องการการชาร์จสกิลลดลง2						
45044			FALSE	SILENCE DURATION INCREASES BY 1 TURN	침묵 지속 1턴 증가	沈黙持続時間1ターン増加	沉默持續時間增加1回合	เงียบระยะเวลาเพิ่มขึ้น1เทิร์น						
45045			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 1	스킬 충전 요구량 1 감소	スキル充填必要量1減少	技能充電需求量減少1	ความต้องการการชาร์จสกิลลดลง1						
46031			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 2	스킬 충전 요구량 2 감소	スキル充填必要量2減少	技能充電需求量減少2	ความต้องการการชาร์จสกิลลดลง2						
46032			FALSE	STUN INCREASED BY 20%	기절 확률 20% 증가	気絶確率20%増加	暈眩機率增加20%	สตันความน่าจะเป็นเพิ่มขึ้น20%						
46034			FALSE	SKILL CHARGE REQUIREMENT REDUCED BY 2	스킬 충전 요구량 2 감소	スキル充填必要量2減少	技能充電需求量減少2	ความต้องการการชาร์จสกิลลดลง2						
46037			FALSE	DAMAGE INCREASED BY 30%	피해량 30% 증가	ダメージ量30%増加	傷害量增加30%	ความเสียหายเพิ่มขึ้น30%						
46045			FALSE	PROVOKE DURATION INCREASES BY 1 TURN	도발 지속 1턴 증가	挑発持続時間1ターン増加	嘲諷持續時間增加1回合	ล่อเป้าระยะเวลาเพิ่มขึ้น1เทิร์น						
50000	미션	스태틱	FALSE	Open Guardian Summon Capsules {0} times.	가디언 소환 {0}회 완료	ガーディアン召喚 {0}回完了	守護者召喚 {0}次完成	เรียกการ์เดียน {0} ครั้งเสร็จสิ้น						
50001			FALSE	Complete Daily MISSION {0} times.	데일리 미션 {0}회 완료	デイリーミッション {0}回完了	每日任務 {0}次完成	ภารกิจรายวัน {0} ครั้งเสร็จสิ้น						
50002			FALSE	Complete Weekly MISSION {0} times.	위클리 미션 {0}회 완료	ウィークリーミッション {0}回完了	每週任務 {0}次完成	ภารกิจรายสัปดาห์ {0} ครั้งเสร็จสิ้น						
50003			FALSE	Daily Login	매일 접속하기	毎日ログイン	每日登入	เข้าสู่ระบบทุกวัน						
50004			FALSE	Kill Guardian {0}	가디언 {0} 처치하기	ガーディアン {0} 撃破	擊敗守護者 {0}	เอาชนะการ์เดียน {0}						
50005			FALSE	Play {0} PvP match battles	PvP 전투 {0}회 플레이	PvP戦闘を{0}回プレイ	進行{0}場PvP戰鬥	เล่นการต่อสู้ PvP {0} ครั้ง						
50006			FALSE	Win {0} PvP match battles	PvP 전투 {0}회 승리	PvP戦闘を{0}回勝利	贏得{0}場PvP戰鬥	ชนะการต่อสู้ PvP {0} ครั้ง						
50007			FALSE	Try Guardian upgrade {0} times.	가디언 {0}회 업그레이드 하기	ガーディアンを{0}回アップグレード	升級守護者{0}次	อัปเกรดการ์เดียน {0} ครั้ง						
50008			FALSE	Successful Guardian upgrade {0} times.	가디언 업그레이드 {0}회 성공	ガーディアンアップグレードを{0}回成功	成功升級守護者{0}次	อัปเกรดการ์เดียนสำเร็จ {0} ครั้ง						
50009			FALSE	Try Guardian fully recharge {0} times.	가디언 내구도 {0}회 수리하기	ガーディアンの耐久度を{0}回修理	修復守護者耐久度{0}次	ซ่อมความทนทานการ์เดียน {0} ครั้ง						
50010			FALSE	[Daily] Clear {0} PvP matches	[일일] PvP {0}회 클리어	[デイリー] PvPを{0}回クリア	[每日] 完成PvP {0}次	[รายวัน] ผ่าน PvP {0} ครั้ง						
50011			FALSE	[Daily] Clear {0} PvE matches	[일일] PvE {0}회 클리어	[デイリー] PvEを{0}回クリア	[每日] 完成PvE {0}次	[รายวัน] ผ่าน PvE {0} ครั้ง						
50012			FALSE	[Daily] Achieve level 15 upgrade of Grade 1 Guardian	[반복] 1등급 가디언 15레벨 업그레이드 달성	[デイリー] 1等級ガーディアンレベル15アップグレード達成	[每日] 達成1等級守護者15級升級	[รายวัน] อัปเกรดการ์เดียน 1 ดาวถึงเลเวล 15						
50013			FALSE	[Daily] Achieve level 20 upgrade of Grade 2 Guardian	[반복] 2등급 가디언 20레벨 업그레이드 달성	[デイリー] 2等級ガーディアンレベル20アップグレード達成	[每日] 達成2等級守護者20級升級	[รายวัน] อัปเกรดการ์เดียน 2 ดาวถึงเลเวล 20						
50014			FALSE	[Daily] Achieve level 25 upgrade of Grade 3 Guardian	[반복] 3등급 가디언 25레벨 업그레이드 달성	[デイリー] 3等級ガーディアンレベル25アップグレード達成	[每日] 達成3等級守護者25級升級	[รายวัน] อัปเกรดการ์เดียน 3 ดาวถึงเลเวล 25						
50015			FALSE	[Daily] Achieve level 30 upgrade of Grade 4 Guardian	[반복] 4등급 가디언 30레벨 업그레이드 달성	[デイリー] 4等級ガーディアンレベル30アップグレード達成	[每日] 達成4等級守護者30級升級	[รายวัน] อัปเกรดการ์เดียน 4 ดาวถึงเลเวล 30						
50016			FALSE	[Daily] Achieve level 35 upgrade of Grade 5 Guardian	[반복] 5등급 가디언 35레벨 업그레이드 달성	[デイリー] 5等級ガーディアンレベル35アップグレード達成	[每日] 達成5等級守護者35級升級	[รายวัน] อัปเกรดการ์เดียน 5 ดาวถึงเลเวล 35						
50017			FALSE	[Daily] Achieve level 40 upgrade of Grade 6 Guardian	[반복] 6등급 가디언 40레벨 업그레이드 달성	[デイリー] 6等級ガーディアンレベル40アップグレード達成	[每日] 達成6等級守護者40級升級	[รายวัน] อัปเกรดการ์เดียน 6 ดาวถึงเลเวล 40						
50018			FALSE	[Daily] Skill up {0} times successfully	[반복] 스킬업 {0}회 성공	[デイリー] スキルアップを{0}回成功	[每日] 成功技能升級{0}次	[รายวัน] อัปสกิลสำเร็จ {0} ครั้ง						
50019			FALSE	[Weekly] Complete {0} daily missions	[주간] 일일 미션 {0}개 완료	[ウィークリー] デイリーミッションを{0}個完了	[每週] 完成{0}個每日任務	[รายสัปดาห์] ทำภารกิจรายวัน {0} อันให้สำเร็จ						
50020			FALSE	[Repeat] Use {0} gold for Guardian Upgrade	[반복] 가디언 업그레이드에서 {0}골드 사용	[リピート] ガーディアンアップグレードで{0}ゴールド使用	[可重複] 在守護者升級中使用{0}金幣	[ทำซ้ำได้] ใช้ {0} ทองในการอัปเกรดการ์เดียน						
50021			FALSE	[Repeat] Use {0} gold in Frontiers	[반복] 프론티어에서 {0}골드 사용	[リピート] フロンティアで{0}ゴールド使用	[可重複] 在邊境中使用{0}金幣	[ทำซ้ำได้] ใช้ {0} ทองในฟรอนเทียร์						
50022			FALSE	[Repeat] Use {0} gold for skill upgrades	[반복] 스킬 업그레이드에서 {0}골드 사용	[リピート] スキルアップグレードで{0}ゴールド使用	[可重複] 在技能升級中使用{0}金幣	[ทำซ้ำได้] ใช้ {0} ทองในการอัปเกรดสกิล						
50023			FALSE	Fusion of {0} Guardians of Grade 5 or higher	5등급 이상 가디언 {0}개 퓨전	5等級以上のガーディアンを{0}体フュージョン	融合{0}個5等級以上守護者	ฟิวส์การ์เดียน 5 ดาวขึ้นไป {0} ตัว						
50024			FALSE	Total {0} gold used	총 {0} 골드 사용	合計{0}ゴールド使用	總共使用{0}金幣	ใช้ทองรวม {0}						
50025			FALSE	{0} GEMs used	{0} GEM 사용	{0}ジェム使用	使用{0}寶石	ใช้ {0} เจม						
50026			FALSE	Reach account level {0}	{0} 계정 레벨 달성	アカウントレベル{0}達成	達到帳戶等級{0}	ไปถึงเลเวลบัญชี {0}						
50027			FALSE	Get {0} Gold Capsule from the store	상점에서 골드 가챠 {0}개 획득	ガーディアンを{0}体収集	收集{0}個守護者	เก็บรวบรวมการ์เดียน {0} ตัว						
50028			FALSE	[Repeat] Get 5-star Guardian	[반복] 5성 가디언 획득	[リピート] 5星ガーディアン獲得	[可重複] 獲得5星守護者	[ทำซ้ำได้] ได้รับการ์เดียน 5 ดาว						
50029			FALSE	[Repeat] Get 6-star Guardian	[반복] 6성 가디언 획득	[リピート] 6星ガーディアン獲得	[可重複] 獲得6星守護者	[ทำซ้ำได้] ได้รับการ์เดียน 6 ดาว						
50030			FALSE	[Repeat] Achieve skill level 6	[반복] 스킬 6레벨 달성	[リピート] スキルレベル6達成	[可重複] 達到技能6級	[ทำซ้ำได้] ไปถึงสกิลเลเวล 6						
50031			FALSE	Gain {0} BOCA	{0} BOCA 획득	{0} BOCA獲得	獲得 {0} BOCA	ได้รับ {0} BOCA						
50032			FALSE	[Daily] Level Up Guardian {0} times	[일일] 가디언 레벨업 {0}회	[デイリー] ガーディアンレベルアップ {0}回	[每日] 守護者升級 {0}次	[รายวัน] เลเวลอัพการ์เดียน {0} ครั้ง						
50033			FALSE	[Daily] Use {0} Gold	[일일] 골드 {0} 사용	[デイリー] ゴールド {0} 使用	[每日] 使用 {0} 金幣	[รายวัน] ใช้โกลด์ {0}						
50034			FALSE	[Daily] Frontier {0} times	[일일] 원정대 {0}회	[デイリー] フロンティア {0}回	[每日] 探索 {0}次	[รายวัน] ฟรอนเทียร์ {0} ครั้ง						
50035			FALSE	[Daily] Ore {0} times	[일일] 광석 {0}회	[デイリー] 鉱石 {0}回	[每日] 礦石 {0}次	[รายวัน] แร่ {0} ครั้ง						
50036			FALSE	[Repeat] Trait {0} times	[반복] 특성 {0}회	[リピート] 特性 {0}回	[重複] 特性 {0}次	[ซ้ำ] คุณสมบัติ {0} ครั้ง						
50037			FALSE	[Repeat] Frontier {0} times	[반복] 원정대 {0}회	[リピート] フロンティア {0}回	[重複] 探索 {0}次	[ซ้ำ] ฟรอนเทียร์ {0} ครั้ง						
50038			FALSE	[Repeat] Ore {0} times	[반복] 광석 {0}회	[リピート] 鉱石 {0}回	[重複] 礦石 {0}次	[ซ้ำ] แร่ {0} ครั้ง						
50039			FALSE	[Repeat] Obtain total {0} Gold	[반복] 총 {0} 골드 획득	[リピート] 合計 {0} ゴールド獲得	[重複] 共獲得 {0} 金幣	[ซ้ำ] รับโกลด์รวม {0}						
50040			FALSE	[Repeat] Clear PVP {0} times	[반복] PVP {0}회 클리어	[リピート] PVP {0}回クリア	[重複] PVP通關 {0}次	[ซ้ำ] เคลียร์ PVP {0} ครั้ง						
50041			FALSE	[Repeat] Clear PVE {0} times	[반복] PVE {0}회 클리어	[リピート] PVE {0}回クリア	[重複] PVE通關 {0}次	[ซ้ำ] เคลียร์ PVE {0} ครั้ง						
50042			FALSE	[Repeat] Obtain {0} Normal Gacha from Shop	[반복] 상점에서 노멀 가챠{0}개 획득	[リピート] ショップでノーマルガチャ {0}個獲得	[重複] 從商店獲得 {0}個普通轉蛋	[ซ้ำ] รับกาชาปกติ {0} ชิ้นจากร้านค้า						
50043			FALSE	[Repeat] Use all Shards {0} times	[반복] 모든 조각 {0}회 사용	[リピート] すべてのかけら {0}回使用	[重複] 使用所有碎片 {0}次	[ซ้ำ] ใช้เศษทั้งหมด {0} ครั้ง						
50044			FALSE	[Repeat] Obtain {0} Runes	[반복] 룬 {0}개 획득	[リピート] ルーン {0}個獲得	[重複] 獲得 {0}個符文	[ซ้ำ] รับรูน {0} ชิ้น						
50045			FALSE	[Repeat] Level Up {0} Runes	[반복] 룬 {0}개 레벨업	[リピート] ルーン {0}個レベルアップ	[重複] 符文升級 {0}個	[ซ้ำ] เลเวลอัพรูน {0} ชิ้น						
50046			FALSE	[Repeat] Rank Up {0} times	[반복] 등급 업 {0} 회	[リピート] ランクアップ {0}回	[重複] 升級 {0}次	[ซ้ำ] อัพระดับ {0} ครั้ง						
50047			FALSE	[Repeat] Disassemble {0} times	[반복] 분해 {0} 회	[リピート] 分解 {0}回	[重複] 分解 {0}次	[ซ้ำ] แยกชิ้นส่วน {0} ครั้ง						
51000		PopupMission	FALSE	MISSION	미션	ミッション	任務	ภารกิจ						
51001			FALSE	MISSION	미션	ミッション	任務	ภารกิจ						
51002			FALSE	ACHIEVEMENT	업적	アチーブメント	成就	ความสำเร็จ						
51003			FALSE	TGE-points with no utility that can be obtained from BOCA missions.	BOCA 미션에서 획득 가능한, 유틸리티가 없는 TGE-point 입니다.	BOCAミッションで獲得可能な、ユーティリティのないTGE-pointです。	可從BOCA任務中獲得的無實用功能TGE-point。	TGE-point ที่ไม่มียูทิลิตี้ซึ่งสามารถได้รับจากภารกิจ BOCA						
51004		XP 미션	FALSE	BOCA QUEST	BOCA 퀘스트	BOCAクエスト	BOCA任務	เควส BOCA						
52000		PopupMail, PopupMailDetail	FALSE	MESSAGE	메시지	メッセージ	訊息	ข้อความ						
52001			FALSE	SOCIAL	소셜	ソーシャル	社群	โซเชียล						
52002			FALSE	INVITE	친구초대	友達招待	邀請好友	เชิญเพื่อน						
52003			FALSE	You've checked all messages!	메시지를 모두 확인했어요!	メッセージをすべて確認しました！	您已查看所有訊息！	คุณได้ตรวจสอบข้อความทั้งหมดแล้ว!						
52004			FALSE	CLAIMED	수령 완료	受取完了	已領取	รับแล้ว						
52005		배틀패스 보상 수령 버튼	FALSE	CLAIM	수령	受取	領取	รับ						
52006			FALSE	DELETE	삭제	削除	刪除	ลบ						
52007		보라퀘스트(BORA QUEST) 버튼	FALSE	EVENT	EVENT	イベント	活動	EVENT						
52008	배틀패스의 ?버튼	PopupBattlePassInfo	FALSE	You can gain pass experience when defeating enemies, with a maximum of 5 obtainable per play session.	적 처치 시 패스 경험치를 획득할 수 있으며, 한 번의 플레이에서 최대 5 까지 획득 가능합니다.	敵を倒すとパス経験値を獲得でき、1回のプレイで最大5まで獲得可能です。	擊敗敵人時可獲得通行證經驗值，單次遊戲最多可獲得5點。	สามารถได้รับประสบการณ์พาสเมื่อกำจัดศัตรู โดยสามารถได้รับสูงสุด 5 ต่อการเล่น 1 ครั้ง						
52009			FALSE	Earn $BORA	$BORA 획득	$BORA を獲得	獲得 $BORA	รับ $BORA						
52010			FALSE	"Get rewarded
for your gameplay!

Collect BOCA and claim
up to about <color=#EA00EC>1,000$BORA</color>"	"매일 최대
<color=#EA00EC>7,777 $BORA</color>
획득에 도전 해보세요.

또한, BOCA획득하면
<color=#00B0F0>$BORA 100%</color>
지급!"	"毎日最大
<color=#EA00EC>7,777 $BORA</color>
獲得にチャレンジしてみてください。

また、BOCAを獲得すると
<color=#00B0F0>$BORA 100%</color>
支給！"	"每天挑戰獲得最多
<color=#EA00EC>7,777 $BORA</color>

另外，獲得BOCA時
<color=#00B0F0>$BORA 100%</color>
支付！"	"ลองท้าทายตัวเองให้ได้รับสูงสุด
<color=#EA00EC>7,777 $BORA</color>
ต่อวัน

นอกจากนี้ เมื่อได้รับ BOCA
จะได้รับ $BORA 100%!"						
52011			FALSE	"This event may end early depending on progress. To earn $BORA, separate membership registration and wallet connection are required.
This event is subject to change or early termination without prior notice at the discretion of the operator."	"진행 사항에 따라 조기 종료될 수 있습니다. $BORA 획득을 위해서는 별도의 회원 가입 및 지갑 연동이 필요합니다.
해당 이벤트는 운영사 사정에 따라 사전 공지없이 내용이 변경되거나 조기 종료될 수 있습니다."	"進行状況により早期終了する場合があります。$BORA獲得には別途会員登録およびウォレット連動が必要です。
本イベントは運営の都合により事前告知なく内容が変更または早期終了される場合があります。"	"根據進展情況可能會提前結束。為了獲得$BORA，需要單獨的會員註冊和錢包連結。
本活動可能因營運方因素而在無預告的情況下變更內容或提前結束。"	"อีเวนต์นี้อาจสิ้นสุดก่อนกำหนดตามความคืบหน้า ในการรับ $BORA จำเป็นต้องสมัครสมาชิกและเชื่อมต่อกระเป๋าเงินแยกต่างหาก
กิจกรรมนี้อาจมีการเปลี่ยนแปลงหรือสิ้นสุดก่อนกำหนดโดยไม่แจ้งให้ทราบล่วงหน้าตามดุลยพินิจของผู้ให้บริการ"						
52012			FALSE	"GO TO 
BORA DEEPS"	"BORA DEEPS 
이동"	"BORA DEEPS 
に移動"	"前往 
BORA DEEPS"	"ไป 
BORA DEEPS"						
52013		런칭 프로모션 이벤트	FALSE											
53000	보카 미션	제목	FALSE	BOCA MISSION	BOCA 미션	BOCA ミッション	BOCA 任務	ภารกิจ BOCA						
53001		도움말 UI	FALSE	BOCA Points	BOCA 포인트	BOCAポイント	BOCA點數	คะแนน BOCA						
53002			FALSE	Can be obtained by completing BOCA MISSION. BOCA Points will serve as the basis for future token acquisition.	BOCA MISSION을 완료하여 획득할 수 있습니다. BOCA 포인트는 향후 토큰 획득의 기준이 됩니다.	BOCA MISSIONを完了することで獲得できます。BOCAポイントは今後のトークン獲得の基準となります。	可透過完成BOCA MISSION獲得。BOCA點數將成為未來獲得代幣的基準。	"สามารถรับได้โดยการทำ BOCA MISSION ให้เสร็จ
คะแนน BOCA จะเป็นเกณฑ์สำหรับการได้รับโทเคนในอนาคต"						
53003	이벤트 시작 전		FALSE	{0} left	시작까지 {0}	{0}後開始	{0}後開始	เหลือ {0}						
53004	이벤트 정산 중		FALSE	Processing Results	정산 중	集計中	結算中	กำลังคำนวณผล						
53005	우편함 상세에서 버튼	GO TO BORA DEEPS	FALSE	GO TO BORA DEEPS	BORA DEEPS로 이동	BORA DEEPSに移動	前往BORA DEEPS	ไปที่ BORA DEEPS						
53006			FALSE	Trait Level Up! Rank Rates Increased!	특성 레벨 상승! 등급 확률 증가!	特性レベルアップ！ランク確率アップ！	特性等級提升！階級機率提升！	เลเวลคุณสมบัติเพิ่มขึ้น! อัตราออกระดับเพิ่มขึ้น!						
61001			FALSE	Spark	스파크	スパーク	火花	สปาร์ค						
61002			FALSE	Blitz	블리츠	ブリッツ	閃電	บลิทซ์						
